a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
acde7c5a-6ddd-11ea-8651-ccda262736ce	What is the final temperature when 50 mL of water at 80 °C are added to 25 mL of water at 25 °C?	start physical_unit 9 9 temperature °c qc_end physical_unit 9 9 11 12 temperature qc_end physical_unit 9 9 6 7 volume qc_end physical_unit 9 9 21 22 temperature qc_end physical_unit 9 9 16 17 volume qc_end end
aa8ceedc-6ddd-11ea-88c6-ccda262736ce	How much energy is required to vaporize 3210 g of water at 100 °C? Delta_{vap}H = 40.7 J/mol	start physical_unit 10 10 energy kj qc_end physical_unit 10 10 12 13 temperature qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 10 10 16 17 delta_{vap}h qc_end end
a8f564fa-6ddd-11ea-b3fd-ccda262736ce	A solution is prepared by dissolving 3.5 g of KCl in water & making the volume of solution to 250 mL. What is the millimoles of KCl dissolved?	start physical_unit 9 9 mole mmol qc_end physical_unit 1 1 19 20 volume qc_end physical_unit 9 9 6 7 mass qc_end substance 11 11 qc_end end
a94c234c-6ddd-11ea-b80b-ccda262736ce	What is the pH of a 0.00162 M NaOH solution?	start physical_unit 8 9 ph none qc_end physical_unit 8 9 6 7 molarity qc_end end
ac1ff800-6ddd-11ea-9f8c-ccda262736ce	Mg was reacted with an excess of HCl dilute and the H2 gas produced collected in an eudiometer. The volume of hydrogen in the eudiometer was corrected to conditions of STP. If 94.1 milliliters of H2 was produced, how much Mg reacted in this experiment?	start physical_unit 0 0 mass g qc_end c_other OTHER qc_end c_other STP qc_end physical_unit 11 11 32 33 volume qc_end end
a8c003d5-6ddd-11ea-8580-ccda262736ce	How much dihydrogen will be required to reduce completely a 1.22 mol quantity of dinitrogen gas?	start physical_unit 2 2 mole mol qc_end physical_unit 14 15 10 11 mole qc_end end
a9a1fffa-6ddd-11ea-a809-ccda262736ce	Lonic product of water at 310 K is 2.7 × 10^(-14). What is the pH of neutral water at this temperature?	start physical_unit 16 17 ph none qc_end physical_unit 3 3 8 10 ionic_product qc_end physical_unit 3 3 5 6 temperature qc_end end
a8ca14d2-6ddd-11ea-bad5-ccda262736ce	What is the mass of Cu2S formed if 64 g of S are used in the reaction 2 Cu + S -> Cu2S?	start physical_unit 5 5 mass g qc_end physical_unit 11 11 8 9 mass qc_end chemical_equation 17 22 qc_end end
acad3fb4-6ddd-11ea-950b-ccda262736ce	A canister containing air has a volume of 85 cm^3 and a pressure of 1.45 atm when the temperature is 310 K. What is the pressure when the volume is increased to 180 cm^3 and the temperature is reduced to 280 K?	start physical_unit 3 3 pressure atm qc_end physical_unit 3 3 8 9 volume qc_end physical_unit 3 3 14 15 pressure qc_end physical_unit 3 3 20 21 temperature qc_end physical_unit 3 3 32 33 volume qc_end physical_unit 3 3 40 41 temperature qc_end end
a83efa64-6ddd-11ea-ba8a-ccda262736ce	With respect to NaOH(s), what is the concentration of 15.5 g mass of sodium hydroxide dissolved in a 650 mL volume of water?	start physical_unit 3 3 concentration mol/l qc_end physical_unit 3 3 9 10 mass qc_end physical_unit 22 22 18 19 volume qc_end end
a8e7c765-6ddd-11ea-a0b7-ccda262736ce	How do you balance this redox reaction using the oxidation number method? KClO3(s) -> KCl(s) + O2(g)	start chemical_equation qc_end chemical_equation 12 16 qc_end end
ab00909f-6ddd-11ea-b999-ccda262736ce	How many grams of potassium nitrate, KNO3. are formed when 102 grams of nitric acid, HNO3, react with potassium hydroxide KOH?	start physical_unit 6 6 mass g qc_end physical_unit 15 15 10 11 mass qc_end chemical_equation 20 20 qc_end end
a9c9b39a-6ddd-11ea-9ecd-ccda262736ce	What is the oxidation number for beryllium?	start physical_unit 6 6 oxidation_number none qc_end substance 6 6 qc_end end
ac9615e7-6ddd-11ea-95c0-ccda262736ce	How many SO2 molecules are there in 7.08 moles of SO2?	start physical_unit 2 3 number none qc_end physical_unit 2 2 7 8 mole qc_end end
a9c7246c-6ddd-11ea-acab-ccda262736ce	An unknown volume of water at 18.2 °C is added to 33.5 mL of water at 35.0 °C. If the final temperature is 23.5 °C, what was the unknown volume?	start physical_unit 4 4 volume ml qc_end physical_unit 4 4 6 7 temperature qc_end physical_unit 4 4 11 12 volume qc_end physical_unit 4 4 16 17 temperature qc_end physical_unit 4 4 23 24 temperature qc_end end
aadf48e2-6ddd-11ea-8c8d-ccda262736ce	How many grams of CaCl2 can dissolve in 200 g of water at 10 °C?	start physical_unit 4 4 mass g qc_end physical_unit 11 11 8 9 mass qc_end physical_unit 11 11 13 14 temperature qc_end end
ab5478a3-6ddd-11ea-9b61-ccda262736ce	A sample of hydrogen exerts a pressure of 1.50 atmospheres at a temperature of 160 K. What pressure does the gas exert at 640 K?	start physical_unit 19 20 pressure atm qc_end physical_unit 1 3 8 9 pressure qc_end physical_unit 1 3 14 15 temperature qc_end physical_unit 19 20 23 24 temperature qc_end end
ac0f01c9-6ddd-11ea-bb64-ccda262736ce	How many grams of carbon tetrafluoride, CF4, are produced from the complete reaction of 1.46 moles of carbon in the reaction C + 2 F2 -> CF4?	start physical_unit 6 6 mass g qc_end physical_unit 4 4 14 15 mole qc_end c_other OTHER qc_end chemical_equation 21 26 qc_end end
acb2e558-6ddd-11ea-b983-ccda262736ce	A 4.08 g sample of a compound of nitrogen and oxygen contains 3.02 g of oxygen. What is the empirical formula?	start chemical_formula qc_end c_other OTHER qc_end physical_unit 6 6 1 2 mass qc_end physical_unit 10 10 12 13 mass qc_end end
aa447cac-6ddd-11ea-b54e-ccda262736ce	What is the molarity of 53% w/w HNO3?	start physical_unit 7 7 molarity mol/l qc_end physical_unit 7 7 5 5 w/w qc_end end
ac0c1777-6ddd-11ea-9db3-ccda262736ce	If the pH of a solution is 3.437, what is the hydrogen ion concentration in mol/L?	start physical_unit 11 12 concentration mol/l qc_end physical_unit 5 5 7 7 ph qc_end end
abf695a8-6ddd-11ea-9613-ccda262736ce	What molar quantity of sulfur is contained in a 512 g mass of the element?	start physical_unit 4 4 mole mol/l qc_end physical_unit 4 4 9 10 mass qc_end end
a9d16a50-6ddd-11ea-8bbc-ccda262736ce	What is the empirical formula of a phosphoric acid that contains 0.3086 g of hydrogen, 3.161 g of phosphorus, and 6.531 g of oxygen?	start chemical_formula qc_end physical_unit 14 14 11 12 mass qc_end physical_unit 18 18 15 16 mass qc_end physical_unit 23 23 20 21 mass qc_end end
ac978e2e-6ddd-11ea-b19e-ccda262736ce	What is the pressure exerted by 32.00 g of Oxygen gas in a 20 L container at 30.00 °C? Use R = 0.0821 (L * atm)/(mol * K)?	start physical_unit 9 10 pressure atm qc_end physical_unit 9 10 6 7 mass qc_end physical_unit 9 10 13 14 volume qc_end physical_unit 9 10 17 18 temperature qc_end physical_unit 9 10 22 27 constant_r qc_end end
a9d0cda4-6ddd-11ea-9c6b-ccda262736ce	What is the energy released by 20 grams of 100 °C steam that condenses and then cools to 0 °C?	start physical_unit 11 11 heat_energy kj qc_end physical_unit 11 11 6 7 mass qc_end physical_unit 11 11 9 10 temperature qc_end physical_unit 11 11 18 19 temperature qc_end end
ac612318-6ddd-11ea-a30b-ccda262736ce	56.9 g WO3 reacts with excess H2 to produce W and H2O. What is the percent yield of water if the actual yield is 10.0 g H2O? WO3 + H2 -> W + 3 H2O	start physical_unit 18 18 percent_yield none qc_end physical_unit 2 2 0 1 mass qc_end physical_unit 11 11 24 25 actual_yield qc_end chemical_equation 27 34 qc_end c_other OTHER qc_end end
a9aedb91-6ddd-11ea-b471-ccda262736ce	What is the chemical formula for iron(II) hydroxide?	start chemical_formula qc_end substance 6 7 qc_end end
aa5c5a38-6ddd-11ea-a6c4-ccda262736ce	What is the maximum number of grams of PH3 that can be formed when 6.2 g of phosphorus reacts with 4.0 g of hydrogen to form PH3?	start physical_unit 8 8 mass g qc_end physical_unit 17 17 14 15 mass qc_end physical_unit 23 23 20 21 mass qc_end end
a970b702-6ddd-11ea-8494-ccda262736ce	7.0 moles of sulfur atoms and 10 moles of oxygen molecules are combined to form the maximum amount of sulfur trioxide, how many moles of which reactant remain unused at the end of the reaction?	start physical_unit 26 28 mole mol qc_end physical_unit 3 4 0 1 mole qc_end physical_unit 9 10 6 7 mole qc_end c_other OTHER qc_end end
ad254908-6ddd-11ea-bde2-ccda262736ce	A 17.5 g sample of metal at 125.0 °C is placed in a calorimeter with 15.0 g of water at 25.0 °C. if the temperature of the water rises to 30.0 °C, what is the specific heat of the metal?	start physical_unit 38 39 specific_heat j/(°c_·_g) qc_end physical_unit 3 5 1 2 mass qc_end physical_unit 3 5 7 8 temperature qc_end physical_unit 18 18 15 16 mass qc_end physical_unit 18 18 20 21 temperature qc_end physical_unit 18 18 30 31 temperature qc_end end
aaa9f936-6ddd-11ea-83c0-ccda262736ce	A 12.0 L gas cylinder has been filled with 5.40 moles of gas. You measure the pressure to be 3.10 atm What is the temperature inside the tank?	start physical_unit 26 27 temperature k qc_end physical_unit 3 4 1 2 volume qc_end physical_unit 3 3 9 10 mole qc_end physical_unit 26 27 19 20 pressure qc_end end
aa1a6c98-6ddd-11ea-9ef7-ccda262736ce	How many liters of oxygen would be needed to produce 45.0 liters of carbon dioxide if the temperature and pressure for both are 22.0 °C and 75.0 psi?	start physical_unit 4 4 volume l qc_end end
a8d38adf-6ddd-11ea-b240-ccda262736ce	What mass of sodium benzoate should be added to 140.0 mL of a 0.15 M benzoic acid solution to obtain a buffer with a pH of 4.25?	start physical_unit 3 4 mass g qc_end physical_unit 15 17 9 10 volume qc_end physical_unit 15 17 13 14 molarity qc_end physical_unit 21 21 26 26 ph qc_end end
a9015a9c-6ddd-11ea-af5a-ccda262736ce	A 0.0245 mg sample of nitrogen reacts with oxygen to form 0.0945 mg of the oxide. What is the empirical formula of this nitrogen oxide compound?	start chemical_formula qc_end physical_unit 3 5 1 2 mass qc_end physical_unit 14 15 11 12 mass qc_end substance 8 8 qc_end end
aa602968-6ddd-11ea-a8f9-ccda262736ce	Determine how many liters of nitrogen will be required to produce 214.4 liters of ammonia? The balanced equation for this reaction is: 3 H2(g) + N2(g) -> 2 NH3(g)?	start physical_unit 5 5 volume l qc_end physical_unit 14 14 11 12 volume qc_end chemical_equation 22 28 qc_end end
a86d8f9e-6ddd-11ea-aec9-ccda262736ce	What is the molarity of a solution that contains 5 moles of solute dissolved in a solution that is 975 mL?	start physical_unit 5 6 molarity mol/l qc_end physical_unit 12 12 9 10 mole qc_end physical_unit 5 6 19 20 volume qc_end end
a863192e-6ddd-11ea-98d0-ccda262736ce	What is the molecular formula of a substance that decomposes into 1.33 g of H and 21.3 g of O, and was found to have a molar mass of 34.1 g/mol?	start chemical_formula qc_end physical_unit 14 14 11 12 mass qc_end physical_unit 19 19 16 17 mass qc_end physical_unit 6 7 29 30 molar_mass qc_end end
ac117a30-6ddd-11ea-8346-ccda262736ce	What is the mass of precipitate formed when 50 ml of 16.9% w/v solution of AgNO3 is mixed with 50 ml of 5.8% w/v NaCl solution?	start physical_unit 5 5 mass g qc_end physical_unit 13 13 8 9 volume qc_end physical_unit 24 25 8 9 volume qc_end end
ab7cea7a-6ddd-11ea-981d-ccda262736ce	What is the molecular formula of ethanoic acid?	start chemical_formula qc_end substance 6 7 qc_end end
ac28aa0a-6ddd-11ea-b51c-ccda262736ce	In ONE formula unit of CaF2, how many individual ions are there?	start physical_unit 8 9 number none qc_end end
aa391e7c-6ddd-11ea-88c6-ccda262736ce	A 10 mL sample of hydrochloric acid neutralizes 15 mL of a 0.40 M solution of NaOH. What is the molarity of the hydrochloric acid?	start physical_unit 5 6 molarity mol/l qc_end physical_unit 3 6 1 2 volume qc_end physical_unit 14 14 8 9 volume qc_end physical_unit 16 16 12 13 molarity qc_end end
ac2f7cec-6ddd-11ea-bd70-ccda262736ce	2.30 L of air at 4.53 atm is expanded to 2219 mmHg. What is the final volume in mL?	start physical_unit 3 3 volume ml qc_end physical_unit 3 3 0 1 volume qc_end physical_unit 3 3 5 6 pressure qc_end physical_unit 3 3 10 11 pressure qc_end end
a9ecf7dc-6ddd-11ea-b549-ccda262736ce	How would you find the molecular formula for a compound with the empirical formula CH2O and the molar mass is 180.2 g/mol?	start chemical_formula qc_end physical_unit 9 9 20 21 molar_mass qc_end c_other OTHER qc_end end
ac352202-6ddd-11ea-b232-ccda262736ce	What is the final temperature of 400 g of water at 20 °C after it absorbs 226 kJ of heat?	start physical_unit 9 9 temperature °c qc_end physical_unit 9 9 6 7 mass qc_end physical_unit 9 9 11 12 temperature qc_end physical_unit 9 9 16 17 heat_energy qc_end end
a9af0ce4-6ddd-11ea-a0db-ccda262736ce	How much energy is required to convert 100.0 g of water at 20.0 °C completely to steam at 100.0 °C?	start physical_unit 10 10 energy kj qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 10 10 12 13 temperature qc_end physical_unit 16 16 18 19 temperature qc_end end
aa864f78-6ddd-11ea-aaed-ccda262736ce	Chemistry; Calorimetry; Calculating Heat Capacity; Help Please?! One piece of copper jewelry at 105 °C has exactly twice the mass of another piece, which is at 45 °C. Both pieces are placed inside a calorimeter whose heat capacity is negligible. What is the final temperature inside the calorimeter?	start physical_unit 46 47 temperature °c qc_end physical_unit 10 11 13 14 temperature qc_end physical_unit 10 11 26 27 temperature qc_end c_other OTHER qc_end end
ad11b362-6ddd-11ea-ae37-ccda262736ce	In the reaction 4 Fe + 3 O2 -> 2 Fe2O3, how many grams of Fe2O3 are produced from 73.2 g Fe?	start physical_unit 10 10 mass g qc_end chemical_equation 3 10 qc_end physical_unit 4 4 19 20 mass qc_end end
a8d27980-6ddd-11ea-886f-ccda262736ce	If the pressure of 50.0 mL of oxygen gas at 100 °C increases from 735 mmHg to 925 mmHg, what is the final volume? Assume the temperature remains constant.	start physical_unit 7 8 volume ml qc_end physical_unit 7 8 4 5 volume qc_end physical_unit 7 8 10 11 temperature qc_end physical_unit 7 8 14 15 pressure qc_end physical_unit 7 8 17 18 pressure qc_end c_other constant_temperature qc_end end
acb26ff8-6ddd-11ea-9fdd-ccda262736ce	How many moles of NaOH are in 10.0 mL of a 3.00 M solution?	start physical_unit 4 4 mole mol qc_end physical_unit 13 13 7 8 volume qc_end physical_unit 4 4 11 12 molarity qc_end end
ac217e39-6ddd-11ea-9822-ccda262736ce	What is the molarity of a salt solution made by dissolving 280.0 mg of NaCl in 2.00 mL of water? Assume the final volume is the same as the volume of the water.	start physical_unit 6 7 molarity mol/l qc_end c_other OTHER qc_end physical_unit 14 14 11 12 mass qc_end physical_unit 19 19 16 17 volume qc_end end
a96195be-6ddd-11ea-8151-ccda262736ce	How would you give a brief account with equations of the method you would use to prepare a sample of lead(II) sulfate?	start chemical_equation qc_end substance 20 21 qc_end end
ab437e9f-6ddd-11ea-abbd-ccda262736ce	Calculate the molarity (in mol/L) of K+ ions present in an aqueous solution prepared by adding 23.4 mL of 9.32 × 10^(-1) M aqueous K2SO3 to 185 mL of water?	start physical_unit 6 7 molarity mol/l qc_end physical_unit 23 24 16 17 volume qc_end physical_unit 23 24 19 22 molarity qc_end physical_unit 29 29 26 27 volume qc_end end
aa1f765a-6ddd-11ea-8432-ccda262736ce	A constant temperature, a 12 L volume of gas in a piston, is compressed to 3 L. If the original pressure was 41 kPa, what is the final pressure?	start physical_unit 8 8 pressure kpa qc_end physical_unit 8 8 4 5 volume qc_end physical_unit 8 8 15 16 volume qc_end physical_unit 8 8 22 23 pressure qc_end c_other constant_temperature qc_end end
acd666f8-6ddd-11ea-acd8-ccda262736ce	A student neutralizes 20.0 mL of a sodium hydroxide solution (NaOH) by adding 28.0 mL at 1.0 M hydrochloric acid (HCI). What is the molarity of the solution?	start physical_unit 10 10 molarity mol/l qc_end physical_unit 9 9 3 4 volume qc_end physical_unit 9 9 13 14 volume qc_end end
ab4d69bf-6ddd-11ea-a00a-ccda262736ce	How do you balance Zn(NO3)2 + AlI3 -> ZnI2 + Al(NO3)3?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
a9ccea52-6ddd-11ea-9c63-ccda262736ce	What is [H3O+] In an aqueous solution whose pOH = 8.26?	start physical_unit 5 6 [h3o+] mol/l qc_end physical_unit 5 6 10 10 poh qc_end end
acb2be58-6ddd-11ea-8cc1-ccda262736ce	Hydrogen peroxide has the empirical formula HO and an empirical formula weight of 17.0 amu. If the molecular weight is 34.0 amu, what is the molecular formula?	start chemical_formula qc_end c_other OTHER qc_end physical_unit 0 1 13 14 formula_weight qc_end physical_unit 0 1 20 21 molecular_weight qc_end end
aab52a36-6ddd-11ea-bfff-ccda262736ce	What is the volume, in liters, occupied by 260 moles of N2 gas?	start physical_unit 11 12 volume l qc_end physical_unit 11 12 8 9 mole qc_end end
aca0a808-6ddd-11ea-885d-ccda262736ce	How much pure acid must be added to 6 milliliters of a 5% acid solution to produce a 40% acid solution?	start physical_unit 2 3 volume ml qc_end physical_unit 13 14 8 9 volume qc_end physical_unit 3 3 12 12 percent qc_end physical_unit 3 3 18 18 percent qc_end end
aa4825e2-6ddd-11ea-bc77-ccda262736ce	A certain reaction follows zero-order kinetics. Suppose the reaction went to 50% completion after 10 minutes. What percentage of completion does the reaction reach in an additional 5 minutes?	start physical_unit 7 8 completion_percent none qc_end physical_unit 7 8 11 11 completion_percent qc_end physical_unit 7 8 14 15 time qc_end physical_unit 7 8 27 28 time qc_end c_other OTHER qc_end end
acb84db6-6ddd-11ea-87c7-ccda262736ce	White phosphorus, P4, is an allotrope of phosphorus that reacts with fluorine gas to form gaseous phosphorus trifluoride. What is the mass of fluorine gas needed to produce 120 g of phosphorus trifluoride if the reaction has a78.1% yield?	start physical_unit 11 12 mass g qc_end physical_unit 16 17 28 29 mass qc_end chemical_equation 2 2 qc_end end
abda6a27-6ddd-11ea-8d8d-ccda262736ce	What is the combustion reaction of sucrose?	start chemical_equation qc_end substance 6 6 qc_end end
ac876e8d-6ddd-11ea-b6e1-ccda262736ce	The molar mass of NO2 is 46.01 g/mol. How many moles of NO2 are present in 114.95 g?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 6 7 molar_mass qc_end physical_unit 4 4 16 17 mass qc_end end
aab5d5af-6ddd-11ea-8c9a-ccda262736ce	What is the oxidation number of (a) N in NH4+?	start physical_unit 7 7 oxidation_number none qc_end chemical_equation 9 9 qc_end end
aa989fa2-6ddd-11ea-aa1a-ccda262736ce	In the equation N2 + H2 -> NH3, what mass of ammonia gas can be produced from 12 mol of hydrogen gas?	start physical_unit 11 12 mass g qc_end physical_unit 20 21 17 18 mole qc_end chemical_equation 3 7 qc_end end
aae6ee06-6ddd-11ea-a4a0-ccda262736ce	How do you convert 1.51 × 10^15 atoms Si to mol Si?	start physical_unit 8 8 mole mol qc_end end
ac1f0d66-6ddd-11ea-b19c-ccda262736ce	How much heat will be released when 12.0 g of H2 reacts with 76.0 g of O2 according to the following equation? 2 H2 + O2 -> 2 H2O deltaH =  -571.6 kJ?	start physical_unit 19 21 heat_energy kj qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 16 16 13 14 mass qc_end chemical_equation 22 28 qc_end physical_unit 19 21 31 32 deltah qc_end end
a99c5d3a-6ddd-11ea-b98f-ccda262736ce	What is the volume of 19.87 mol of ammonium chloride (NH4Cl) at STP?	start physical_unit 10 10 volume l qc_end physical_unit 10 10 5 6 mole qc_end c_other STP qc_end end
a8e3cf7b-6ddd-11ea-9716-ccda262736ce	A chemist reacted 0.05 moles of solid sodium with water to form sodium hydroxide solution. The chemical reaction for this is: Na + H2O -> NaOH + H2. What mass of sodium was reacted?	start physical_unit 7 7 mass g qc_end chemical_equation 21 27 qc_end physical_unit 6 7 3 4 mole qc_end end
acad7109-6ddd-11ea-b464-ccda262736ce	If 22.5 L of nitrogen at 748 mmHg are compressed to 725 mmHg at constant temperature, what is the new volume?	start physical_unit 4 4 volume l qc_end physical_unit 4 4 1 2 volume qc_end physical_unit 4 4 6 7 pressure qc_end physical_unit 4 4 11 12 pressure qc_end c_other constant_temperature qc_end end
ad06239d-6ddd-11ea-94e5-ccda262736ce	How many electrons are there in carbonate ion, CO3^2-?	start physical_unit 2 2 number none qc_end chemical_equation 8 8 qc_end end
ac1fe12e-6ddd-11ea-8b6a-ccda262736ce	In the reaction NH4NO2(s) -> N2(g) + 2 H2O(g), how many liters of nitrogen gas is produced if 50.0 L of water is produced at STP?	start physical_unit 13 14 volume l qc_end chemical_equation 3 8 qc_end physical_unit 21 21 18 19 volume qc_end c_other STP qc_end end
ab1b974c-6ddd-11ea-a392-ccda262736ce	How do you balance NO2 + H2O -> HNO3 + NO?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
a8ef1600-6ddd-11ea-9d2b-ccda262736ce	How to Calculate the pH of 0.180 g of potassium biphthalate (pKa = 5.4) in 50.0 mL of water?	start physical_unit 9 10 ph none qc_end physical_unit 18 18 15 16 volume qc_end physical_unit 9 10 6 7 mass qc_end physical_unit 9 10 13 13 pka qc_end end
ab5d0be4-6ddd-11ea-a783-ccda262736ce	How many grams of K2CO3 are needed in order to produce 2.0 mol K2O?	start physical_unit 4 4 mass g qc_end physical_unit 13 13 11 12 mole qc_end end
ab213a3a-6ddd-11ea-b263-ccda262736ce	Upon treatment of a 14.75 g mass of MnO2 with excess HCl(aq), what volume of chlorine gas is generated under standard conditions?	start physical_unit 15 16 volume l qc_end physical_unit 8 8 4 5 mass qc_end c_other OTHER qc_end c_other OTHER qc_end end
ad0cfa68-6ddd-11ea-8734-ccda262736ce	What is the mass of 2.14 × 10^10 molecules of water?	start physical_unit 10 10 mass g qc_end end
a89f7fe4-6ddd-11ea-bd48-ccda262736ce	What is the empirical formula of a molecule containing 24% carbon, 6% hydrogen, and 70% chlorine?	start chemical_formula qc_end end
a8e9ef6e-6ddd-11ea-bce7-ccda262736ce	What volume of 18.0 M H2SO4 is needed to contain 2.45 g H2SO4?	start physical_unit 5 5 volume ml qc_end physical_unit 5 5 3 4 molarity qc_end physical_unit 5 5 10 11 mass qc_end end
a865792c-6ddd-11ea-a7b9-ccda262736ce	A gas has a density of 3.18 g/L at a temperature of 347 K, and a pressure of 1.2 atm. What is its molecular mass?	start physical_unit 1 1 molecular_weight g/mol qc_end physical_unit 1 1 6 7 density qc_end physical_unit 1 1 12 13 temperature qc_end physical_unit 1 1 18 19 pressure qc_end end
aacc4890-6ddd-11ea-b8d2-ccda262736ce	A 0.20 g mass of gas occupies a 0.200 L volume at one atmosphere, and 300 K. What is the molar mass of the gas?	start physical_unit 23 24 molar_mass g/mol qc_end physical_unit 23 24 1 2 mass qc_end physical_unit 23 24 8 9 volume qc_end physical_unit 23 24 12 13 pressure qc_end physical_unit 23 24 15 16 temperature qc_end end
aad1dcf6-6ddd-11ea-842d-ccda262736ce	A mass of 134 g of manganese dibromide is dissolved in 225 g of water. What is the molality of the solution?	start physical_unit 20 21 molality mol/kg qc_end physical_unit 6 7 3 4 mass qc_end physical_unit 14 14 11 12 mass qc_end end
aa3b414d-6ddd-11ea-a049-ccda262736ce	Calculate the pH of a solution when 1 g of acetic acid and 4 g of sodium hydroxide are dissolved in 2 L of water?	start physical_unit 5 5 ph none qc_end physical_unit 10 11 7 8 mass qc_end physical_unit 16 17 13 14 mass qc_end physical_unit 24 24 21 22 volume qc_end end
aa3b013a-6ddd-11ea-8790-ccda262736ce	Find the mass of 2.0 L of helium gas at STP? The molar mass is 4.002602 g/mol.	start physical_unit 7 8 mass g qc_end physical_unit 7 8 4 5 volume qc_end c_other STP qc_end physical_unit 7 8 15 16 molar_mass qc_end end
ab19e729-6ddd-11ea-97cb-ccda262736ce	How would you balance N2O5 -> NO2 + O2?	start chemical_equation qc_end chemical_equation 4 8 qc_end end
aa90fe43-6ddd-11ea-9b78-ccda262736ce	What is the mass of 0.1 mol of sodium metal?	start physical_unit 8 9 mass g qc_end physical_unit 8 9 5 6 mole qc_end end
a8a9b862-6ddd-11ea-aaf2-ccda262736ce	What volume (in mL's) of a 6.0 M stock solution of HCl should be used to prepare 6.00 L of a 0.250 M HCl solution?	start physical_unit 9 9 volume ml qc_end physical_unit 23 24 21 22 molarity qc_end physical_unit 23 24 17 18 volume qc_end end
a9da2152-6ddd-11ea-94ef-ccda262736ce	What volume will 3.4 g of CO2 occupy at STP?	start physical_unit 6 6 volume l qc_end physical_unit 6 6 3 4 mass qc_end c_other STP qc_end end
a99c5d3b-6ddd-11ea-9dde-ccda262736ce	How do you balance this equation: ? NaHCO3 -> ? NaOH + ? CO2?	start chemical_equation qc_end chemical_equation 6 13 qc_end end
a940397a-6ddd-11ea-a39f-ccda262736ce	How many millliters of 275 M H2SO4(aq) are needed to react completely with 58.5 g of BaO2(s)?	start physical_unit 6 6 volume ml qc_end physical_unit 6 6 4 5 molarity qc_end physical_unit 16 16 13 14 mass qc_end c_other OTHER qc_end end
a9ca0181-6ddd-11ea-89de-ccda262736ce	How many water molecules in a 4.5 mol quantity of water?	start physical_unit 2 3 number none qc_end physical_unit 2 2 6 7 mole qc_end end
aa5b69ba-6ddd-11ea-b29c-ccda262736ce	The concentration of H+ ions in a solution is 1.0 × 10^(-12) M. What is the pH of the solution?	start physical_unit 18 19 ph none qc_end physical_unit 3 4 9 12 concentration qc_end end
a967b6a4-6ddd-11ea-8726-ccda262736ce	What is the concentration of hydroxide ions in a solution that has a pH of 6.0?	start physical_unit 5 6 concentration mol/l qc_end physical_unit 9 9 15 15 ph qc_end end
a8cab111-6ddd-11ea-bf3f-ccda262736ce	What is the percent by mass of water in CuSO4.5H2O	start physical_unit 7 9 mass_percent none qc_end chemical_equation 9 9 qc_end end
ac0f01c8-6ddd-11ea-abbb-ccda262736ce	If a buffer contains 0.110 M weak base and 0.440 M of the weak conjugate acid, what is the pH? The pKb is 4.96.	start physical_unit 2 2 ph none qc_end physical_unit 6 7 4 5 molarity qc_end physical_unit 12 15 9 10 molarity qc_end physical_unit 6 7 23 23 pkb qc_end end
a91df6e2-6ddd-11ea-a36c-ccda262736ce	How many moles of NiCl2 are required to produce 0.715 moles Ni3(PO4)2? The equation is: 3 NiCl2 + 2 Na3PO4 -> Ni3(PO4)2 + 6 NaCl	start physical_unit 4 4 mole mol qc_end physical_unit 11 11 9 10 mole qc_end chemical_equation 15 24 qc_end end
aa16b2c6-6ddd-11ea-bd19-ccda262736ce	In a mixture of oxygen and nitrogen gas, 80.0% of the total gas pressure is exerted by the nitrogen. If the total pressure is 2.0 atm, what pressure does the oxygen exert?	start physical_unit 4 4 pressure atm qc_end physical_unit 2 2 24 25 total_pressure qc_end end
a8d00836-6ddd-11ea-8291-ccda262736ce	What is the pH of a 3.9 × 10^(−8) M NaOH solution?	start physical_unit 10 11 ph none qc_end physical_unit 10 11 6 9 molarity qc_end end
abc2d438-6ddd-11ea-8b40-ccda262736ce	How many moles of Na+ ions are in 150 mL of a 0.200 M Na3PO4 solution?	start physical_unit 4 5 mole mol qc_end physical_unit 14 15 8 9 volume qc_end physical_unit 14 15 12 13 molarity qc_end end
aa7b2be3-6ddd-11ea-8eaa-ccda262736ce	A 3.49 g mass of a gas occupies a volume of 4.48 dm^3 under standard conditions, what is the molar mass of the gas?	start physical_unit 22 23 molar_mass g/mol qc_end physical_unit 22 23 1 2 mass qc_end physical_unit 22 23 11 12 volume qc_end c_other OTHER qc_end end
