HitID	URL	QuestionText	QuestionVariable	Answer	Condition	Knowledge	Comment	IsSkip	Debug_AnnotationFrom	Debug_RawText	Debug_HasOverride	QuestionTextProcessed	QuestionVariableExpand	ConditionExpand	HasLabelBackIssue	LabelBackIssue	hasAdhocFixForLabelBack
191674631	https://socratic.org/questions/591dcf3f11ef6b6cb5fd49b2	How is the complete combustion of hexanes represented in a chemical reaction?	[{"type":"other","value":"Chemical Equation [OF] the complete combustion"}]	[{"type":"chemical equation","value":"2 C6H14 + 19 O2 -> 12 CO2 + 14 H2O"}]	[{"type":"substance name","value":"Hexanes"}]	[]		0	QAReview	How is the complete combustion of hexanes represented in a chemical reaction?	0	How is the complete combustion of hexanes represented in a chemical reaction?	[{"type":"other","value":"Chemical Equation [OF] the complete combustion","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the complete combustion","slot":"-1_-1"}]}]	[{"type":"substance name","value":"Hexanes","valueExpand":[{"tag":"substance_condition","content":"Hexanes","slot":"34_40"}]}]	0		1		0	0
191674633	https://socratic.org/questions/what-is-the-mass-in-grams-of-one-molecule-of-ethnic-acid-ch-3cooh	What is the mass in grams of one molecule of ethnic acid CH3COOH?	[{"type":"physical unit","value":"Mass [OF] CH3COOH [IN] grams"}]	[{"type":"physical unit","value":"9.96 × 10^(-23) grams"}]	[{"type":"physical unit","value":"Number [OF] CH3COOH molecule [=] \\pu{1}"}]	[]		0	QAReview	What is the mass in grams of one molecule of ethnic acid #CH_3COOH#? 	0	What is the mass in grams of one molecule of ethnic acid CH3COOH?	[{"type":"physical unit","value":"Mass [OF] CH3COOH [IN] grams","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"CH3COOH","slot":"57_63"},{"tag":"unit_qv","content":"grams","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Number [OF] CH3COOH molecule [=] \\\\pu{1}","valueExpand":[{"tag":"property_condition","content":"Number","slot":"ActionToClass"},{"tag":"subject_condition","content":"CH3COOH molecule","slot":"-1_-1"},{"tag":"value_condition","content":"1","slot":"-1_-1"}]}]	0		2		0	0
191674634	https://socratic.org/questions/molten-iron-is-extremely-hot-averaging-about-1-500-c-the-specific-heat-of-iron-i-1	Molten iron is extremely hot, averaging about 1,500 ℃. The specific heat of iron is 0.46 J/(g * ℃). How much heat is released to the atmosphere when 1 kg molten iron cools to room temperature (25 ℃)?	[{"type":"physical unit","value":"Heat released [OF] molten iron [IN] J"}]	[{"type":"physical unit","value":"8.68 × 10^5 J"}]	[{"type":"physical unit","value":"Temperature1 [OF] molten iron [=] \\pu{1,500 ℃}"},{"type":"physical unit","value":"Specific heat [OF] iron [=] \\pu{0.46 J/(g * ℃)}"},{"type":"physical unit","value":"Temperature2 [OF] molten iron [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Mass [OF] molten iron [=] \\pu{1 kg}"}]	[]		0	QAReview	Molten iron is extremely hot, averaging about 1,500 C. The specific heat of iron is 0.46 J/gC. How much heat is released to the atmosphere when 1 kg molten iron cools to room temperature (25 C)?	0	Molten iron is extremely hot, averaging about 1,500 °C. The specific heat of iron is 0.46 J/(g * °C). How much heat is released to the atmosphere when 1 kg molten iron cools to room temperature (25 °C)?	[{"type":"physical unit","value":"Heat released [OF] molten iron [IN] J","valueExpand":[{"tag":"property_qv","content":"Heat released","slot":"ActionToClass"},{"tag":"subject_qv","content":"molten iron","slot":"0_10|156_166"},{"tag":"unit_qv","content":"J","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Temperature1 [OF] molten iron [=] \\\\pu{1,500 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature1","slot":"ActionToClass"},{"tag":"subject_condition","content":"molten iron","slot":"0_10|156_166"},{"tag":"value_condition","content":"1,500 °C","slot":"46_53"}]},{"type":"physical unit","value":"Specific heat [OF] iron [=] \\\\pu{0.46 J/(g * ℃)}","valueExpand":[{"tag":"property_condition","content":"Specific heat","slot":"ActionToClass"},{"tag":"subject_condition","content":"iron","slot":"7_10|77_80|163_166"},{"tag":"value_condition","content":"0.46 J/(g * °C)","slot":"85_99"}]},{"type":"physical unit","value":"Temperature2 [OF] molten iron [=] \\\\pu{25 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature2","slot":"ActionToClass"},{"tag":"subject_condition","content":"molten iron","slot":"0_10|156_166"},{"tag":"value_condition","content":"25 °C","slot":"195_199"}]},{"type":"physical unit","value":"Mass [OF] molten iron [=] \\\\pu{1 kg}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"molten iron","slot":"0_10|156_166"},{"tag":"value_condition","content":"1 kg","slot":"151_154"}]}]	0		0		0	5
191674635	https://socratic.org/questions/what-is-the-balanced-equation-for-the-chemical-reaction-mg3n2-2h2o-mg-oh-2-nh3	What is the balanced equation for the chemical reaction Mg3N2 + 2 H2O -> Mg(OH)2 + NH3?	[{"type":"other","value":"Chemical Equation [OF] the chemical reaction"}]	[{"type":"chemical equation","value":"Mg3N2 + 6 H2O -> 3 Mg(OH)2 + 2 NH3"}]	[{"type":"chemical equation","value":"Mg3N2 + 2 H2O -> Mg(OH)2 + NH3"}]	[]		0	QAReview	What is the balanced equation for the chemical reaction #Mg_3N_2+2H_2O -> Mg(OH)_2+NH_3#?	0	What is the balanced equation for the chemical reaction Mg3N2 + 2 H2O -> Mg(OH)2 + NH3?	[{"type":"other","value":"Chemical Equation [OF] the chemical reaction","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the chemical reaction","slot":"-1_-1"}]}]	[{"type":"chemical equation","value":"Mg3N2 + 2 H2O -\u003e Mg(OH)2 + NH3","valueExpand":[{"tag":"ce_condition","content":"Mg3N2 + 2 H2O -\u003e Mg(OH)2 + NH3","slot":"56_85"}]}]	0		1		0	0
191674636	https://socratic.org/questions/how-do-you-balance-the-following-reaction-c-6h-6-o-2-co-2-h-2o	How do you balance the following reaction: ? C6H6 + ? O2 -> ? CO2 + ? H2O	[{"type":"other","value":"Chemical Equation [OF] the reaction"}]	[{"type":"chemical equation","value":"2 C6H6 + 15 O2 -> 12 CO2 + 6 H2O"}]	[{"type":"chemical equation","value":"? C6H6 + ? O2 -> ? CO2 + ? H2O"}]	[]		0	QAReview	How do you balance the following reaction: #?C_6H_6 + ?O_2 -> ?CO_2 + ?H_2O#	0	How do you balance the following reaction: ? C6H6 + ? O2 -> ? CO2 + ? H2O	[{"type":"other","value":"Chemical Equation [OF] the reaction","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the reaction","slot":"-1_-1"}]}]	[{"type":"chemical equation","value":"? C6H6 + ? O2 -\u003e ? CO2 + ? H2O","valueExpand":[{"tag":"ce_condition","content":"? C6H6 + ? O2 -\u003e ? CO2 + ? H2O","slot":"43_72"}]}]	0		1		0	0
191674637	https://socratic.org/questions/how-do-you-write-the-balanced-equation-for-the-combustion-of-propane	How do you write the balanced equation for the combustion of propane?	[{"type":"other","value":"Chemical Equation [OF] the combustion"}]	[{"type":"chemical equation","value":"C3H8 + 5 O2 -> 3 CO2 + 4 H2O"}]	[{"type":"substance name","value":"Propane"}]	[]		0	QAReview	How do you write the balanced equation for the combustion of propane?	0	How do you write the balanced equation for the combustion of propane?	[{"type":"other","value":"Chemical Equation [OF] the combustion","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the combustion","slot":"-1_-1"}]}]	[{"type":"substance name","value":"Propane","valueExpand":[{"tag":"substance_condition","content":"Propane","slot":"61_67"}]}]	0		1		0	0
191674638	https://socratic.org/questions/what-concentration-of-so3-2-is-in-equilibrium-with-ag2so3-s-and-1-80-10-3-m-ag-t	What concentration of SO3^2- is in equilibrium with Ag2SO3(s) and 1.80 × 10^(−3) M Ag+ ? The Ksp of Ag2SO3 is 1.50 × 10^(–14)	[{"type":"physical unit","value":"Concentration [OF] SO3^2- [IN] M"}]	[{"type":"physical unit","value":"4.63 × 10^(–9) M"}]	[{"type":"other","value":"SO3^2- is in equilibrium with Ag2SO3(s) and Ag+."},{"type":"physical unit","value":"Concentration [OF] Ag+ [=] \\pu{1.80 × 10^(−3) M}"},{"type":"physical unit","value":"Ksp [OF] Ag2SO3 [=] \\pu{1.50 × 10^(–14)}"}]	[]		0	QAReview	What concentration of #"SO"_3^(2–)# is in equilibrium with #"Ag"_2"SO"_3(s)# and #1.80 * 10^-3# #"M"# #"Ag"^(+)# ? The #K_(sp)# of #"Ag"_2"SO"_3# is #1.50 * 10^–14#	0	What concentration of SO3^2- is in equilibrium with Ag2SO3(s) and 1.80 × 10^(−3) M Ag+ ? The Ksp of Ag2SO3 is 1.50 × 10^(–14)	[{"type":"physical unit","value":"Concentration [OF] SO3^2- [IN] M","valueExpand":[{"tag":"property_qv","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_qv","content":"SO3^2-","slot":"22_27"},{"tag":"unit_qv","content":"M","slot":"ActionToClass"}]}]	[{"type":"other","value":"SO3^2- is in equilibrium with Ag2SO3(s) and Ag+.","valueExpand":[{"tag":"other_condition","content":"SO3^2- is in equilibrium with Ag2SO3(s) and Ag+.","slot":"ActionToClass"}]},{"type":"physical unit","value":"Concentration [OF] Ag+ [=] \\\\pu{1.80 × 10^(−3) M}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"Ag+","slot":"83_85"},{"tag":"value_condition","content":"1.80 × 10^(−3) M","slot":"66_81"}]},{"type":"physical unit","value":"Ksp [OF] Ag2SO3 [=] \\\\pu{1.50 × 10^(–14)}","valueExpand":[{"tag":"property_condition","content":"Ksp","slot":"ActionToClass"},{"tag":"subject_condition","content":"Ag2SO3","slot":"52_57|100_105"},{"tag":"value_condition","content":"1.50 × 10^(–14)","slot":"110_124"}]}]	0		0		0	1
191674639	https://socratic.org/questions/how-can-i-write-the-formula-for-aluminum-chloride	How can I write the formula for aluminum chloride?	[{"type":"other","value":"Chemical Formula [OF] aluminum chloride [IN] default"}]	[{"type":"chemical equation","value":"AlCl3"}]	[{"type":"substance name","value":"Aluminum chloride"}]	[]		0	QAReview	How can I write the formula for aluminum chloride?	0	How can I write the formula for aluminum chloride?	[{"type":"other","value":"Chemical Formula [OF] aluminum chloride [IN] default","valueExpand":[{"tag":"formula_qv","content":"","slot":"ActionToClass"},{"tag":"formulaSubject_qv","content":"aluminum chloride","slot":"32_48"},{"tag":"formulaConstraint_qv","content":"default","slot":"ActionToClass"}]}]	[{"type":"substance name","value":"Aluminum chloride","valueExpand":[{"tag":"substance_condition","content":"Aluminum chloride","slot":"32_48"}]}]	0		0		0	0
191674640	https://socratic.org/questions/how-many-electrons-are-lost-or-gained-in-forming-each-as-3	How many electrons are lost or gained in forming each As^(−3)?	[{"type":"physical unit","value":"Number lost or gained [OF] electrons"}]	[{"type":"physical unit","value":"3"}]	[{"type":"other","value":"each As^(−3)"}]	[]		0	QAReview	How many electrons are lost or gained in forming each #As^(-3)#?	0	How many electrons are lost or gained in forming each As^(−3)?	[{"type":"physical unit","value":"Number lost or gained [OF] electrons","valueExpand":[{"tag":"property_qv","content":"Number lost or gained","slot":"ActionToClass"},{"tag":"subject_qv","content":"electrons","slot":"9_17"}]}]	[{"type":"other","value":"each As^(−3)","valueExpand":[{"tag":"other_condition","content":"each As^(−3)","slot":"ActionToClass"}]}]	0		0		0	0
191674644	https://socratic.org/questions/how-do-you-balance-na-h-2o-naoh-h-2	How do you balance Na + H2O -> NaOH + H2?	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"2 Na + 2 H2O -> 2 NaOH + 2 H2"}]	[{"type":"chemical equation","value":"Na + H2O -> NaOH + H2"}]	[]		0	QAReview	How do you balance #Na + H_2O -> NaOH + H_2#?	0	How do you balance Na + H2O -> NaOH + H2?	[{"type":"other","value":"Chemical Equation [OF] the equation","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the equation","slot":"-1_-1"}]}]	[{"type":"chemical equation","value":"Na + H2O -\u003e NaOH + H2","valueExpand":[{"tag":"ce_condition","content":"Na + H2O -\u003e NaOH + H2","slot":"19_39"}]}]	0		1		0	0
191674702	https://socratic.org/questions/how-would-you-balance-h2-o2-h2o-2	How would you balance: H2 + O2 -> H2O?	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"2 H2 + O2 -> 2 H2O"}]	[{"type":"chemical equation","value":"H2 + O2 -> H2O"}]	[]		0	QAReview	How would you balance: H2 + O2 --> H2O? 	0	How would you balance: H2 + O2 -> H2O?	[{"type":"other","value":"Chemical Equation [OF] the equation","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the equation","slot":"-1_-1"}]}]	[{"type":"chemical equation","value":"H2 + O2 -\u003e H2O","valueExpand":[{"tag":"ce_condition","content":"H2 + O2 -\u003e H2O","slot":"23_36"}]}]	0		1		0	0
191674641	https://socratic.org/questions/598a066311ef6b77a930881c	2.50 L of a gas at 303 K and 100 kPa are heated. The new volume is 3.75 L and the new pressure is 90.0 kPa. What is the new temperature?	[{"type":"physical unit","value":"Temperature2 [OF] the gas [IN] K"}]	[{"type":"physical unit","value":"409.05 K"}]	[{"type":"physical unit","value":"Temperature1 [OF] a gas [=] \\pu{303 K}"},{"type":"physical unit","value":"Volume1 [OF] a gas [=] \\pu{2.50 L}"},{"type":"physical unit","value":"Pressure1 [OF] a gas [=] \\pu{100 kPa}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{90.0 kPa}"},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\pu{3.75 L}"}]	[]		0	QAReview	#"2.50 L"# of a gas at #"303 K"# and #"100 kPa"# are heated. The new volume is #"3.75 L"# and the new pressure is #"90.0 kPa"#. What is the new temperature? 	0	2.50 L of a gas at 303 K and 100 kPa are heated. The new volume is 3.75 L and the new pressure is 90.0 kPa. What is the new temperature?	[{"type":"physical unit","value":"Temperature2 [OF] the gas [IN] K","valueExpand":[{"tag":"property_qv","content":"Temperature2","slot":"ActionToClass"},{"tag":"subject_qv","content":"the gas","slot":"-1_-1"},{"tag":"unit_qv","content":"K","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Temperature1 [OF] a gas [=] \\\\pu{303 K}","valueExpand":[{"tag":"property_condition","content":"Temperature1","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas","slot":"10_14"},{"tag":"value_condition","content":"303 K","slot":"19_23"}]},{"type":"physical unit","value":"Volume1 [OF] a gas [=] \\\\pu{2.50 L}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas","slot":"10_14"},{"tag":"value_condition","content":"2.50 L","slot":"0_5"}]},{"type":"physical unit","value":"Pressure1 [OF] a gas [=] \\\\pu{100 kPa}","valueExpand":[{"tag":"property_condition","content":"Pressure1","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas","slot":"10_14"},{"tag":"value_condition","content":"100 kPa","slot":"29_35"}]},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\\\pu{90.0 kPa}","valueExpand":[{"tag":"property_condition","content":"Pressure2","slot":"ActionToClass"},{"tag":"subject_condition","content":"the gas","slot":"-1_-1"},{"tag":"value_condition","content":"90.0 kPa","slot":"98_105"}]},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\\\pu{3.75 L}","valueExpand":[{"tag":"property_condition","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_condition","content":"the gas","slot":"-1_-1"},{"tag":"value_condition","content":"3.75 L","slot":"67_72"}]}]	0		3		0	0
191674642	https://socratic.org/questions/an-ideal-gas-in-a-sealed-container-has-an-initial-volume-of-2-35-l-at-constant-p	An ideal gas in a sealed container has an initial volume of 2.35 L. At constant pressure, it is cooled to to 18 ℃ where its final volume is 1.75 L. What was the initial temperature?	[{"type":"physical unit","value":"Temperature1 [OF] the ideal gas [IN] ℃"}]	[{"type":"physical unit","value":"117.77 ℃"}]	[{"type":"physical unit","value":"Temperature2 [OF] the ideal gas [=] \\pu{18 ℃}"},{"type":"physical unit","value":"Volume1 [OF] the ideal gas [=] \\pu{2.35 L}"},{"type":"physical unit","value":"Volume2 [OF] the ideal gas [=] \\pu{1.75 L}"},{"type":"other","value":"Constant pressure."}]	[]		0	QAReview	An ideal gas in a sealed container has an initial volume of 2.35 L. At constant pressure, it is cooled to to 18°C where its final volume is 1.75 L. What was the initial temperature?	0	An ideal gas in a sealed container has an initial volume of 2.35 L. At constant pressure, it is cooled to to 18 °C where its final volume is 1.75 L. What was the initial temperature?	[{"type":"physical unit","value":"Temperature1 [OF] the ideal gas [IN] ℃","valueExpand":[{"tag":"property_qv","content":"Temperature1","slot":"ActionToClass"},{"tag":"subject_qv","content":"the ideal gas","slot":"-1_-1"},{"tag":"unit_qv","content":"°C","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Temperature2 [OF] the ideal gas [=] \\\\pu{18 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature2","slot":"ActionToClass"},{"tag":"subject_condition","content":"the ideal gas","slot":"-1_-1"},{"tag":"value_condition","content":"18 °C","slot":"109_113"}]},{"type":"physical unit","value":"Volume1 [OF] the ideal gas [=] \\\\pu{2.35 L}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"the ideal gas","slot":"-1_-1"},{"tag":"value_condition","content":"2.35 L","slot":"60_65"}]},{"type":"physical unit","value":"Volume2 [OF] the ideal gas [=] \\\\pu{1.75 L}","valueExpand":[{"tag":"property_condition","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_condition","content":"the ideal gas","slot":"-1_-1"},{"tag":"value_condition","content":"1.75 L","slot":"141_146"}]},{"type":"other","value":"Constant pressure.","valueExpand":[{"tag":"other_condition","content":"Constant pressure.","slot":"ActionToClass"}]}]	0		4		0	0
191674643	https://socratic.org/questions/what-is-the-formula-for-calcium-sulfate-dihydrate	What is the formula for calcium sulfate dihydrate?	[{"type":"other","value":"Chemical Formula [OF] calcium sulfate dihydrate [IN] default"}]	[{"type":"chemical equation","value":"CaSO4.2H2O"}]	[{"type":"substance name","value":"Calcium sulfate dihydrate"}]	[]		0	QAReview	What is the formula for calcium sulfate dihydrate?	0	What is the formula for calcium sulfate dihydrate?	[{"type":"other","value":"Chemical Formula [OF] calcium sulfate dihydrate [IN] default","valueExpand":[{"tag":"formula_qv","content":"","slot":"ActionToClass"},{"tag":"formulaSubject_qv","content":"calcium sulfate dihydrate","slot":"24_48"},{"tag":"formulaConstraint_qv","content":"default","slot":"ActionToClass"}]}]	[{"type":"substance name","value":"Calcium sulfate dihydrate","valueExpand":[{"tag":"substance_condition","content":"Calcium sulfate dihydrate","slot":"24_48"}]}]	0		0		0	0
191674646	https://socratic.org/questions/594df9bab72cff693af235a4	Given EXCESS zinc metal, what volume of dihydrogen gas at NTP will be evolved from the action of 500 cm^3 of H2SO4 at 0.50 mol/L concentration?	[{"type":"physical unit","value":"Volume [OF] dihydrogen gas [IN] L"}]	[{"type":"physical unit","value":"6.01 L"}]	[{"type":"other","value":"EXCESS zinc metal."},{"type":"physical unit","value":"Volume [OF] H2SO4 [=] \\pu{500 cm^3}"},{"type":"physical unit","value":"Concentration [OF] H2SO4 [=] \\pu{0.50 mol/L}"},{"type":"other","value":"NTP"}]	[]		0	QAReview	Given EXCESS zinc metal, what volume of dihydrogen gas at #"NTP"# will be evolved from the action of #500*cm^3# of #H_2SO_4# at #0.50*mol*L^-1# concentration?	0	Given EXCESS zinc metal, what volume of dihydrogen gas at NTP will be evolved from the action of 500 cm^3 of H2SO4 at 0.50 mol/L concentration?	[{"type":"physical unit","value":"Volume [OF] dihydrogen gas [IN] L","valueExpand":[{"tag":"property_qv","content":"Volume","slot":"ActionToClass"},{"tag":"subject_qv","content":"dihydrogen gas","slot":"40_53"},{"tag":"unit_qv","content":"L","slot":"ActionToClass"}]}]	[{"type":"other","value":"EXCESS zinc metal.","valueExpand":[{"tag":"other_condition","content":"EXCESS zinc metal.","slot":"ActionToClass"}]},{"type":"physical unit","value":"Volume [OF] H2SO4 [=] \\\\pu{500 cm^3}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"H2SO4","slot":"109_113"},{"tag":"value_condition","content":"500 cm^3","slot":"97_104"}]},{"type":"physical unit","value":"Concentration [OF] H2SO4 [=] \\\\pu{0.50 mol/L}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"H2SO4","slot":"109_113"},{"tag":"value_condition","content":"0.50 mol/L","slot":"118_127"}]},{"type":"other","value":"NTP","valueExpand":[{"tag":"other_condition","content":"NTP","slot":"ActionToClass"}]}]	0		0		0	0
191674647	https://socratic.org/questions/how-many-grams-of-iron-are-in-79-2-g-of-iron-ill-oxide	How many grams of iron are in 79.2 g of iron (Ill) oxide?	[{"type":"physical unit","value":"Mass [OF] iron [IN] grams"}]	[{"type":"physical unit","value":"55.40 grams"}]	[{"type":"physical unit","value":"Mass [OF] iron (Ill) oxide [=] \\pu{79.2 g}"}]	[]		0	QAReview	How many grams of iron are in 79.2 g of iron (Ill) oxide? 	0	How many grams of iron are in 79.2 g of iron (Ill) oxide?	[{"type":"physical unit","value":"Mass [OF] iron [IN] grams","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"iron","slot":"18_21|40_43"},{"tag":"unit_qv","content":"grams","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] iron (Ill) oxide [=] \\\\pu{79.2 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"iron (Ill) oxide","slot":"40_55"},{"tag":"value_condition","content":"79.2 g","slot":"30_35"}]}]	0		0		0	1
191674648	https://socratic.org/questions/5932b7b5b72cff624f76d732	How many moles of potassium chloride are present in a 3 L volume of 1 mol/L KCl(aq)?	[{"type":"physical unit","value":"Mole [OF] potassium chloride [IN] moles"}]	[{"type":"physical unit","value":"3.00 moles"}]	[{"type":"physical unit","value":"Volume [OF] KCl(aq) [=] \\pu{3 L}"},{"type":"physical unit","value":"Molarity [OF] KCl(aq) [=] \\pu{1 mol/L}"}]	[]		0	QAReview	How many moles of potassium chloride are present in a #3*L# volume of #1*mol*L^-1# #KCl(aq)#?	0	How many moles of potassium chloride are present in a 3 L volume of 1 mol/L KCl(aq)?	[{"type":"physical unit","value":"Mole [OF] potassium chloride [IN] moles","valueExpand":[{"tag":"property_qv","content":"Mole","slot":"ActionToClass"},{"tag":"subject_qv","content":"potassium chloride","slot":"18_35"},{"tag":"unit_qv","content":"moles","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Volume [OF] KCl(aq) [=] \\\\pu{3 L}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"KCl(aq)","slot":"76_82"},{"tag":"value_condition","content":"3 L","slot":"54_56"}]},{"type":"physical unit","value":"Molarity [OF] KCl(aq) [=] \\\\pu{1 mol/L}","valueExpand":[{"tag":"property_condition","content":"Molarity","slot":"ActionToClass"},{"tag":"subject_condition","content":"KCl(aq)","slot":"76_82"},{"tag":"value_condition","content":"1 mol/L","slot":"68_74"}]}]	0		0		0	0
191674649	https://socratic.org/questions/how-much-heat-do-you-need-to-raise-the-temperature-of-150-g-of-ice-from-30-c-to-	How much heat do you need to raise the temperature of 150 g of ice from -30 ℃ to -15 ℃?	[{"type":"physical unit","value":"Heat needed [OF] ice [IN] J"}]	[{"type":"physical unit","value":"4.73 × 10^3 J"}]	[{"type":"physical unit","value":"Temperature1 [OF] ice [=] \\pu{-30 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] ice [=] \\pu{-15 ℃}"},{"type":"physical unit","value":"Mass [OF] ice [=] \\pu{150 g}"}]	[]		0	QAReview	How much heat do you need to raise the temperature of 150 g of ice from -30°C to -15°C?	0	How much heat do you need to raise the temperature of 150 g of ice from -30 °C to -15 °C?	[{"type":"physical unit","value":"Heat needed [OF] ice [IN] J","valueExpand":[{"tag":"property_qv","content":"Heat needed","slot":"ActionToClass"},{"tag":"subject_qv","content":"ice","slot":"63_65"},{"tag":"unit_qv","content":"J","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Temperature1 [OF] ice [=] \\\\pu{-30 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature1","slot":"ActionToClass"},{"tag":"subject_condition","content":"ice","slot":"63_65"},{"tag":"value_condition","content":"-30 °C","slot":"72_77"}]},{"type":"physical unit","value":"Temperature2 [OF] ice [=] \\\\pu{-15 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature2","slot":"ActionToClass"},{"tag":"subject_condition","content":"ice","slot":"63_65"},{"tag":"value_condition","content":"-15 °C","slot":"82_87"}]},{"type":"physical unit","value":"Mass [OF] ice [=] \\\\pu{150 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"ice","slot":"63_65"},{"tag":"value_condition","content":"150 g","slot":"54_58"}]}]	0		0		0	0
191674652	https://socratic.org/questions/calculate-the-mass-in-kilograms-of-2-6-10-23-molecules-of-so2	Calculate the mass in kilograms of 2.6 × 10^23 molecules of SO2 ?	[{"type":"physical unit","value":"Mass [OF] SO2 [IN] kilograms"}]	[{"type":"physical unit","value":"2.77 × 10^(-2) kilograms"}]	[{"type":"physical unit","value":"Number [OF] SO2 molecules [=] \\pu{2.6 × 10^23}"}]	[]		0	QAReview	Calculate the mass in kilograms of #2.6xx10^23# molecules of #"SO"_2# ?	0	Calculate the mass in kilograms of 2.6 × 10^23 molecules of SO2 ?	[{"type":"physical unit","value":"Mass [OF] SO2 [IN] kilograms","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"SO2","slot":"60_62"},{"tag":"unit_qv","content":"kilograms","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Number [OF] SO2 molecules [=] \\\\pu{2.6 × 10^23}","valueExpand":[{"tag":"property_condition","content":"Number","slot":"ActionToClass"},{"tag":"subject_condition","content":"SO2 molecules","slot":"-1_-1"},{"tag":"value_condition","content":"2.6 × 10^23","slot":"35_45"}]}]	0		1		0	0
